date,EnergyMWh,DemandMW,year,month,dayofyear,dayofweek,weekofyear,quarterofyear,is_weekend,season,Energy_rolling30,DeficitMW
2022-07-31,152.171763413472,38991.20570187019,2022,7,212,6,30,3,1,Monsoon,421.30196476948805,38839.03393845672
2022-08-01,248.32051901395204,40768.22142876787,2022,8,213,0,31,3,0,Monsoon,425.7626100935329,40519.900909753924
2022-08-02,419.4111974057281,40855.05201980198,2022,8,214,1,31,3,0,Monsoon,434.3818775785632,40435.64082239625
2022-08-03,184.97617414214403,40580.956188393844,2022,8,215,2,31,3,0,Monsoon,420.64505799940804,40395.9800142517
2022-08-04,51.99686499744002,40676.01978080308,2022,8,216,3,31,3,0,Monsoon,402.15001127938564,40624.02291580564
2022-08-05,27.00666747504001,40527.51048459845,2022,8,217,4,31,3,0,Monsoon,390.0194805256992,40500.50381712341
2022-08-06,39.495622712832,36783.22448624862,2022,8,218,5,31,3,1,Monsoon,387.29843993744646,36743.72886353578
2022-08-07,191.27045351462405,36988.807026952694,2022,8,219,6,31,3,1,Monsoon,374.10619795876806,36797.53657343807
2022-08-08,9.767156512608002,40152.29703850385,2022,8,220,0,32,3,0,Monsoon,355.53853856822406,40142.52988199124
2022-08-09,5.295891462048002,40451.83623349835,2022,8,221,1,32,3,0,Monsoon,338.5703883418561,40446.5403420363
2022-08-10,2.1989456691840004,39735.880518426835,2022,8,222,2,32,3,0,Monsoon,321.43293248647683,39733.681572757654
2022-08-11,6.170886051264002,40086.239821507144,2022,8,223,3,32,3,0,Monsoon,298.29011423840643,40080.06893545588
2022-08-12,29.445254128224008,40184.98138091309,2022,8,224,4,32,3,0,Monsoon,288.70364993247364,40155.536126784864
2022-08-13,88.34831085801602,36309.57378437844,2022,8,225,5,32,3,1,Monsoon,268.2381530429568,36221.22547352042
2022-08-14,375.13809203587203,36250.05226815182,2022,8,226,6,32,3,1,Monsoon,257.3620542459648,35874.91417611595
2022-08-15,133.92942028963202,40011.98138366336,2022,8,227,0,33,3,0,Monsoon,255.62825317909443,39878.05196337373
2022-08-16,88.36051076265602,40059.85563008801,2022,8,228,1,33,3,0,Monsoon,237.57091870438083,39971.49511932535
2022-08-17,429.95104359292804,40311.19622827283,2022,8,229,2,33,3,0,Monsoon,238.1780440540512,39881.2451846799
2022-08-18,364.94141173776006,39874.76744334433,2022,8,230,3,33,3,0,Monsoon,236.2801310318592,39509.82603160657
2022-08-19,296.6789367368641,39928.682320957094,2022,8,231,4,33,3,0,Monsoon,225.12238000781767,39632.00338422023
2022-08-20,282.798756659232,36643.63257865787,2022,8,232,5,33,3,1,Monsoon,213.83145250093443,36360.83382199863
2022-08-21,277.97552435980805,35788.48053685368,2022,8,233,6,33,3,1,Monsoon,213.89591156852165,35510.50501249388
2022-08-22,309.84001957814405,39980.65725577558,2022,8,234,0,34,3,0,Monsoon,206.4379675298688,39670.817236197436
2022-08-23,116.79796562544004,39427.157786028605,2022,8,235,1,34,3,0,Monsoon,198.2320444329984,39310.359820403166
2022-08-24,130.59344350800004,39571.286224422445,2022,8,236,2,34,3,0,Monsoon,189.01109217481923,39440.69278091445
2022-08-25,30.999609121536004,39456.74181188119,2022,8,237,3,34,3,0,Monsoon,182.64983823060481,39425.742202759655
2022-08-26,81.69709713264001,39452.82628465346,2022,8,238,4,34,3,0,Monsoon,179.8129944046656,39371.129187520826
2022-08-27,344.54334546403203,35923.96397469747,2022,8,239,5,34,3,1,Monsoon,181.02981289345922,35579.42062923344
2022-08-28,4.143174757920001,35694.345981848186,2022,8,240,6,34,3,1,Monsoon,162.53575959424322,35690.20280709027
2022-08-29,33.971157323136005,39232.1473520352,2022,8,241,0,35,3,0,Monsoon,158.60784053473924,39198.17619471207
2022-08-30,85.09599056534402,39341.11466639164,2022,8,242,1,35,3,0,Monsoon,156.3719814398016,39256.01867582629
2022-08-31,60.224306402304016,38559.28268756875,2022,8,243,2,35,3,0,Monsoon,150.10210768608005,38499.05838116645
2022-09-01,199.57693287312003,36055.380666666664,2022,9,244,3,35,3,0,Monsoon,142.7742988683264,35855.803733793546
2022-09-02,267.71104744876806,35717.92936633663,2022,9,245,4,35,3,0,Monsoon,145.53212797854724,35450.21831888786
2022-09-03,174.21463825920003,32206.49361991199,2022,9,246,5,35,3,1,Monsoon,149.60605375393922,32032.27898165279
2022-09-04,80.60869135440002,32338.008867161716,2022,9,247,6,35,3,1,Monsoon,151.3927878832512,32257.400175807317
2022-09-05,215.123794208928,35752.64572057206,2022,9,248,0,36,3,0,Monsoon,157.2470602664544,35537.52192636313
2022-09-06,8.256372607295999,35564.40293234323,2022,9,249,1,36,3,0,Monsoon,151.1465909028768,35556.146559735935
2022-09-07,27.70406630956801,35346.52645159516,2022,9,250,2,36,3,0,Monsoon,151.74448789610884,35318.82238528559
2022-09-08,173.50042098470405,35082.61512678768,2022,9,251,3,36,3,0,Monsoon,157.351305546864,34909.114705802975
2022-09-09,55.25676665942401,34833.286334983495,2022,9,252,4,36,3,0,Monsoon,159.11989957987205,34778.02956832407
2022-09-10,177.99373300579205,31980.355517876786,2022,9,253,5,36,3,1,Monsoon,164.8473278116896,31802.361784870995
2022-09-11,76.85443212796802,31628.0860990099,2022,9,254,6,36,3,1,Monsoon,166.42763374501445,31551.23166688193
2022-09-12,129.394977161472,35675.32303107811,2022,9,255,0,37,3,0,Monsoon,167.79585595512967,35545.928053916636
2022-09-13,156.60320448960002,34872.2594559956,2022,9,256,1,37,3,0,Monsoon,160.5113597035872,34715.656251506
2022-09-14,148.28905661961602,35038.106991474146,2022,9,257,2,37,3,0,Monsoon,160.99001424792004,34889.81793485453
2022-09-15,131.92018313760002,34370.4684449945,2022,9,258,3,37,3,0,Monsoon,162.44200332708485,34238.5482618569
2022-09-16,33.265654266240006,34913.67675522552,2022,9,259,4,37,3,0,Monsoon,149.21915701619525,34880.41110095928
2022-09-17,34.898524360128015,31279.680518151814,2022,9,260,5,37,3,1,Monsoon,138.21772743694083,31244.781993791687
2022-09-18,108.69600895401601,31558.93027942794,2022,9,261,6,37,3,1,Monsoon,131.95162984417922,31450.234270473924
2022-09-19,103.83992405424002,34465.7307830033,2022,9,262,0,38,3,0,Monsoon,125.98633542401282,34361.89085894906
2022-09-20,88.60912739078402,34326.38235616061,2022,9,263,1,38,3,0,Monsoon,119.67412219171203,34237.77322876983
2022-09-21,95.17258894492802,34661.88771809681,2022,9,264,2,38,3,0,Monsoon,112.51854117060482,34566.71512915188
2022-09-22,102.64616338521601,34340.30652447745,2022,9,265,3,38,3,0,Monsoon,112.04681442926402,34237.66036109223
2022-09-23,66.094116235488,34004.301458745875,2022,9,266,4,38,3,0,Monsoon,109.89683685351362,33938.20734251039
2022-09-24,98.69766424848002,30890.54509543454,2022,9,267,5,38,3,1,Monsoon,112.15343869107842,30791.84743118606
2022-09-25,81.85665445689602,30836.587936743672,2022,9,268,6,38,3,1,Monsoon,112.15875726855361,30754.731282286775
2022-09-26,6.838569403776001,33976.79334103411,2022,9,269,0,39,3,0,Monsoon,100.9019313998784,33969.95477163033
2022-09-27,45.31184010777601,33623.71772689769,2022,9,270,1,39,3,0,Monsoon,102.2742202448736,33578.405886789915
2022-09-28,7.837828735968001,33346.140531353136,2022,9,271,2,39,3,0,Monsoon,101.40310929196802,33338.30270261717
2022-09-29,16.316501034240005,33729.77471094609,2022,9,272,3,39,3,0,Monsoon,99.11045964093121,33713.45820991185
2022-09-30,4.057165430208,33662.19312073707,2022,9,273,4,39,3,0,Monsoon,97.23822160852802,33658.13595530686
2022-10-01,25.28369237116801,30183.51152310231,2022,10,274,5,39,4,1,Monsoon,91.42844692512962,30158.22783073114
2022-10-02,22.059344716992005,30506.003324532452,2022,10,275,6,39,4,1,Monsoon,83.24005683407042,30483.94397981546
2022-10-03,59.14461484166402,33276.53474917491,2022,10,276,0,40,4,0,Monsoon,79.40438938681922,33217.39013433325
2022-10-04,65.68202088518402,33053.69277970297,2022,10,277,1,40,4,0,Monsoon,78.90683370451201,32988.010758817785
2022-10-05,86.20984185897602,33058.065424367436,2022,10,278,2,40,4,0,Monsoon,74.60970195951361,32971.85558250846
2022-10-06,122.78149599830401,32747.463944169416,2022,10,279,3,40,4,0,Monsoon,78.42720607254721,32624.682448171112
2022-10-07,94.55858517283201,32965.51662981298,2022,10,280,4,40,4,0,Monsoon,80.65569003465602,32870.958044640145
2022-10-08,38.703064622112,29059.020133663365,2022,10,281,5,40,4,1,Monsoon,76.16244482256961,29020.31706904125
2022-10-09,0.9208313737920001,29723.48693261826,2022,10,282,6,40,4,1,Monsoon,74.35124697971521,29722.56610124447
2022-10-10,5.836957232832001,32780.8258569857,2022,10,283,0,41,4,0,Monsoon,68.6126877872832,32774.98889975287
2022-10-11,8.816522514624003,33014.7481020352,2022,10,284,1,41,4,0,Monsoon,66.3447574668384,33005.93157952058
2022-10-12,19.078820871264004,32615.685493949397,2022,10,285,2,41,4,0,Monsoon,62.667552257164814,32596.60667307813
2022-10-13,2.369918618496001,32558.61938173817,2022,10,286,3,41,4,0,Monsoon,57.52644272812801,32556.249463119675
2022-10-14,1.7902488637440004,32826.240195819584,2022,10,287,4,41,4,0,Monsoon,52.643149136265606,32824.44994695584
2022-10-15,8.945231508576002,29140.640949944995,2022,10,288,5,41,4,1,Monsoon,48.54398408196481,29131.69571843642
2022-10-16,13.345562827872003,29102.542162541253,2022,10,289,6,41,4,1,Monsoon,47.87998103401921,29089.19659971338
2022-10-17,6.8024925429120024,31901.189094609457,2022,10,290,0,42,4,0,Monsoon,46.94344664011201,31894.386602066545
2022-10-18,14.951418847199998,31872.020395764575,2022,10,291,1,42,4,0,Monsoon,43.81862696988481,31857.068976917377
2022-10-19,10.736003225376,32084.58581380638,2022,10,292,2,42,4,0,Monsoon,40.71516294225601,32073.849810581007
2022-10-20,31.05546725635201,31961.86718289329,2022,10,293,3,42,4,0,Monsoon,38.79670760444161,31930.811715636937
2022-10-21,75.11429001542402,31793.85999532453,2022,10,294,4,42,4,0,Monsoon,38.12809764012481,31718.745705309106
2022-10-22,47.591305147584,28409.74779180418,2022,10,295,5,42,4,1,Monsoon,36.29293569887041,28362.156486656597
2022-10-23,59.89795895318401,28557.985994224422,2022,10,296,6,42,4,1,Monsoon,36.086397122793606,28498.088035271237
2022-10-24,52.645725639935996,31157.387098734875,2022,10,297,0,43,4,0,Monsoon,34.55133250250881,31104.741373094937
2022-10-25,120.66742680854404,30930.9056570407,2022,10,298,1,43,4,0,Monsoon,35.84502491423041,30810.238230232157
2022-10-26,129.08231103398404,31189.20280363036,2022,10,299,2,43,4,0,Monsoon,39.91981630190401,31060.120492596376
2022-10-27,129.586689948672,30873.444292079206,2022,10,300,3,43,4,0,Monsoon,42.72897796326721,30743.857602130534
2022-10-28,60.879964134528,31200.179094884486,2022,10,301,4,43,4,0,Monsoon,44.49704914321921,31139.299130749958
2022-10-29,92.48895849283203,28073.135105060504,2022,10,302,5,43,4,1,Monsoon,47.03613105850561,27980.646146567673
2022-10-30,96.99168186892801,27893.283100385037,2022,10,303,6,43,4,1,Monsoon,50.13394827312961,27796.29141851611
2022-10-31,63.72567903398401,30858.46056215621,2022,10,304,0,44,4,0,Monsoon,51.41534782855681,30794.734883122226
2022-11-01,174.18326707584004,31050.756179042903,2022,11,305,1,44,4,0,Winter,56.48614524051841,30876.57291196706
2022-11-02,135.26330557766406,30991.863504125413,2022,11,306,2,44,4,0,Winter,59.023434931718405,30856.60019854775
2022-11-03,186.43798414454406,30479.943686468647,2022,11,307,3,44,4,0,Winter,63.04863370703041,30293.505702324102
2022-11-04,126.83613430540804,30151.78325577558,2022,11,308,4,44,4,0,Winter,64.4028434552448,30024.94712147017
2022-11-05,158.58046046304003,27689.81661166117,2022,11,309,5,44,4,1,Winter,65.59614227073601,27531.23615119813
2022-11-06,70.15555163232001,27571.79539768977,2022,11,310,6,44,4,1,Winter,64.78270781938562,27501.63984605745
2022-11-07,133.25737982832,30547.06626237624,2022,11,311,0,45,4,0,Winter,67.93451832625921,30413.80888254792
2022-11-08,243.597848785632,30430.7641179868,2022,11,312,1,45,4,0,Winter,76.02375223998722,30187.166269201167
2022-11-09,258.4461784386241,30392.86370022002,2022,11,313,2,45,4,0,Winter,84.44405961351362,30134.417521781394
2022-11-10,243.79287297552003,30203.18070242024,2022,11,314,3,45,4,0,Winter,92.27660462887683,29959.38782944472
2022-11-11,81.93211958131202,30248.956340209017,2022,11,315,4,45,4,0,Winter,94.37171458587842,30167.024220627703
2022-11-12,33.413447396736004,26804.988127337732,2022,11,316,5,45,4,1,Winter,95.40649887848642,26771.574679940997
2022-11-13,58.05394336684801,27030.74547222222,2022,11,317,6,45,4,1,Winter,97.28195536192321,26972.691528855372
2022-11-14,24.120170037216006,30018.298432893287,2022,11,318,0,46,4,0,Winter,97.78778664621123,29994.178262856072
2022-11-15,13.0364695296,30006.30222442244,2022,11,319,1,46,4,0,Winter,97.77748353626882,29993.26575489284
2022-11-16,127.25929671206404,29891.848869086905,2022,11,320,2,46,4,0,Winter,101.79271034190721,29764.58957237484
2022-11-17,258.38448177801604,29680.2960550055,2022,11,321,3,46,4,0,Winter,109.90714577293443,29421.911573227484
2022-11-18,226.02806897616003,29359.66581160616,2022,11,322,4,46,4,0,Winter,117.08354796462723,29133.63774263
2022-11-19,318.98315096841606,26768.254510451043,2022,11,323,5,46,4,1,Winter,126.68113742169602,26449.271359482627
2022-11-20,110.87011910304003,26458.443478547855,2022,11,324,6,46,4,1,Winter,127.87299839128323,26347.573359444814
2022-11-21,4.958128387872001,29332.58317629263,2022,11,325,0,47,4,0,Winter,126.45189249929282,29327.625047904756
2022-11-22,33.911029221696005,29014.71142271727,2022,11,326,1,47,4,0,Winter,125.58566150824323,28980.800393495574
2022-11-23,4.4140997831040005,29455.233227447745,2022,11,327,2,47,4,0,Winter,123.97794064634881,29450.81912766464
2022-11-24,1.5566206898880004,29774.621782178216,2022,11,328,3,47,4,0,Winter,120.00758044239362,29773.065161488328
2022-11-25,7.606989111744001,28920.750393839382,2022,11,329,4,47,4,0,Winter,115.95840304498562,28913.143404727638
2022-11-26,5.617358949312001,26010.241087183716,2022,11,330,5,47,4,1,Winter,111.82609201167362,26004.623728234405
2022-11-27,7.715132552160002,26269.977586083605,2022,11,331,6,47,4,1,Winter,110.05393095892802,26262.262453531446
2022-11-28,8.184567454272,28880.864828657865,2022,11,332,0,48,4,0,Winter,107.24378459097602,28872.680261203594
2022-11-29,9.625986187488001,29104.86414768977,2022,11,333,1,48,4,0,Winter,104.33159473492802,29095.23816150228
2022-11-30,3.1949807408640005,29036.124258250824,2022,11,334,2,48,4,0,Winter,102.31390479182402,29032.92927750996
2022-12-01,9.482637307968,27209.006466171617,2022,12,335,3,48,4,0,Winter,96.82388379956163,27199.52382886365
2022-12-02,12.900353450688005,27058.809138338835,2022,12,336,4,48,4,0,Winter,92.74511872866242,27045.908784888146
2022-12-03,20.439807376032,24233.177735973597,2022,12,337,5,48,4,1,Winter,87.21184616971202,24212.737928597566
2022-12-04,40.61217541392001,23976.43961386139,2022,12,338,6,48,4,1,Winter,84.33771420666241,23935.827438447468
2022-12-05,7.5242040445440015,27543.04967491749,2022,12,339,0,49,4,0,Winter,79.30250565937922,27535.525470872944
2022-12-06,79.58843075779201,26927.992295654563,2022,12,340,1,49,4,0,Winter,79.6169349635616,26848.403864896773
2022-12-07,244.23119812080006,26769.320460671064,2022,12,341,2,49,4,0,Winter,83.31606223997761,26525.089262550264
2022-12-08,351.0012778430401,26635.420594884486,2022,12,342,3,49,4,0,Winter,86.89617654189122,26284.419317041447
2022-12-09,136.75212965462404,27119.005633388337,2022,12,343,4,49,4,0,Winter,82.83970824909122,26982.25350373371
2022-12-10,416.1880697420161,23787.665457645766,2022,12,344,5,49,4,1,Winter,88.58621480797443,23371.47738790375
2022-12-11,82.40617301875203,23627.08336111111,2022,12,345,6,49,4,1,Winter,88.60201658922242,23544.677188092355
2022-12-12,346.11809172652806,27055.25354180418,2022,12,346,0,50,4,0,Winter,99.02550473354883,26709.135450077654
2022-12-13,357.50583128620804,26675.515135038502,2022,12,347,1,50,4,0,Winter,109.00723433086084,26318.009303752293
2022-12-14,217.72655672169606,26704.34086551155,2022,12,348,2,50,4,0,Winter,115.46078055367683,26486.614308789853
2022-12-15,158.27450428310402,26360.456997249723,2022,12,349,3,50,4,0,Winter,120.30204837879363,26202.182492966618
2022-12-16,419.5473134846401,26965.45917849285,2022,12,350,4,50,4,0,Winter,130.04498227121283,26545.91186500821
2022-12-17,402.2754727749121,23638.289764026402,2022,12,351,5,50,4,1,Winter,134.841348637776,23236.01429125149
2022-12-18,309.186453258144,23414.292651265125,2022,12,352,6,50,4,1,Winter,137.61329478050885,23105.10619800698
2022-12-19,343.10872382054407,26148.25670132013,2022,12,353,0,51,4,0,Winter,138.4174805422464,25805.147977499586
2022-12-20,539.3075902410241,26242.250818206823,2022,12,354,1,51,4,0,Winter,152.69872958017922,25702.9432279658
2022-12-21,386.99117081539214,26449.799283553355,2022,12,355,2,51,4,0,Winter,165.43316432776325,26062.808112737963
2022-12-22,305.76577428144003,26190.193484873485,2022,12,356,3,51,4,0,Winter,174.49498916308804,25884.427710592045
2022-12-23,502.01771028710414,25911.85156930693,2022,12,357,4,51,4,0,Winter,191.08177617988804,25409.833859019825
2022-12-24,605.5867093161602,23579.073965071508,2022,12,358,5,51,4,1,Winter,211.21611246743043,22973.487255755346
2022-12-25,646.4156944639681,23774.45017986799,2022,12,359,6,51,4,1,Winter,232.50973597917124,23128.03448540402
2022-12-26,232.507176903936,26103.814572057207,2022,12,360,0,52,4,0,Winter,240.07272991099205,25871.30739515327
2022-12-27,672.2649395573761,26270.362715346535,2022,12,361,1,52,4,0,Winter,262.22439014449924,25598.09777578916
2022-12-28,483.6302754402242,26182.88430280528,2022,12,362,2,52,4,0,Winter,278.07258041069764,25699.254027365056
2022-12-29,610.0687799965441,26030.707180693065,2022,12,363,3,52,4,0,Winter,298.08734020433286,25420.63840069652
2022-12-30,627.8391610951682,26519.41388861386,2022,12,364,4,52,4,0,Winter,318.9088128828097,25891.57472751869
2022-12-31,617.3928184628161,23650.854204345433,2022,12,365,5,52,4,1,Winter,339.17248558797127,23033.461385882616
2023-01-01,696.5125114559041,23543.134531078107,2023,1,1,6,52,1,1,Winter,361.9595575214784,22846.622019622202
2023-01-02,674.4314683370881,26358.03545462046,2023,1,2,0,1,1,0,Winter,383.7592795535137,25683.603986283375
2023-01-03,656.3048500229762,26407.448900440046,2023,1,3,1,1,1,0,Winter,404.28236870714886,25751.144050417068
2023-01-04,582.0835058850241,26905.657463971398,2023,1,4,2,1,1,0,Winter,423.43434543516486,26323.573958086374
2023-01-05,702.7619997499202,26395.219486248625,2023,1,5,3,1,1,0,Winter,444.2067977349025,25692.457486498704
2023-01-06,521.9514830471041,26463.531478272824,2023,1,6,4,1,1,0,Winter,453.4641405657793,25941.57999522572
2023-01-07,339.2040571983361,23642.276875687567,2023,1,7,5,1,1,1,Winter,453.0708998776225,23303.072818489232
2023-01-08,515.2533868310401,23405.519950220023,2023,1,8,6,1,1,1,Winter,465.6876084501697,22890.266563388985
2023-01-09,272.97896627232006,26590.61844031903,2023,1,9,0,2,1,0,Winter,460.91397166784645,26317.63947404671
2023-01-10,23.348090357856005,26457.615056655668,2023,1,10,1,2,1,0,Winter,458.9453689124833,26434.26696629781
2023-01-11,220.65104814825608,26452.37818261826,2023,1,11,2,2,1,0,Winter,454.7631341265409,26231.727134470006
2023-01-12,640.4448868488,26111.577255225522,2023,1,12,3,2,1,0,Winter,464.1944359786273,25471.132368376722
2023-01-13,642.4177857134401,26161.059106710672,2023,1,13,4,2,1,0,Winter,478.35081027835207,25518.64132099723
2023-01-14,650.5737705339841,23487.433102860283,2023,1,14,5,2,1,1,Winter,494.76078582004806,22836.859332326298
2023-01-15,653.8269622484162,23919.660079482946,2023,1,15,6,2,1,1,Winter,502.5701074455073,23265.83311723453
2023-01-16,691.1325277940163,26449.611268701872,2023,1,16,0,3,1,0,Winter,512.198675946144,25758.478740907856
2023-01-17,623.3685060398401,26792.80606848185,2023,1,17,1,3,1,0,Winter,522.6714110388673,26169.43756244201
2023-01-18,669.83837852448,26672.209934818482,2023,1,18,2,3,1,0,Winter,533.5623995289985,26002.371556294
2023-01-19,651.003730030368,26832.537000275028,2023,1,19,3,3,1,0,Winter,537.2856041886433,26181.53327024466
2023-01-20,202.48983439027205,27414.687130088005,2023,1,20,4,3,1,0,Winter,531.1355596411393,27212.197295697733
2023-01-21,707.4444102929282,23630.83768591859,2023,1,21,5,3,1,1,Winter,544.5248475081889,22923.39327562566
2023-01-22,673.9270022802241,23778.590352310228,2023,1,22,6,3,1,1,Winter,550.2551572412929,23104.663350030005
2023-01-23,602.2060285982401,26383.990176842683,2023,1,23,0,4,1,0,Winter,550.1424678840289,25781.784148244442
2023-01-24,372.961803332448,26490.753566556654,2023,1,24,1,4,1,0,Winter,541.0273381796449,26117.791763224206
2023-01-25,438.4556842596481,26749.18047249725,2023,1,25,2,4,1,0,Winter,547.8922884248353,26310.724788237603
2023-01-26,430.53236904902406,26530.14633773377,2023,1,26,3,4,1,0,Winter,539.8345360745569,26099.613968684745
2023-01-27,611.3212744921921,26785.99796754675,2023,1,27,4,4,1,0,Winter,544.0909027096226,26174.67669305456
2023-01-28,491.5310208272641,23910.07649257426,2023,1,28,5,4,1,1,Winter,540.1396440706465,23418.545471746995
2023-01-29,730.2672076138563,23891.62879070407,2023,1,29,6,4,1,1,Winter,543.5539122879361,23161.361583090216
2023-01-30,723.2391039772803,27123.542844059404,2023,1,30,0,5,1,0,Winter,547.0821218050849,26400.303740082123
2023-01-31,729.0126217059841,26928.358329757975,2023,1,31,1,5,1,0,Winter,548.1654588134209,26199.34570805199
2023-02-01,685.8545004780482,28637.05457370737,2023,2,32,2,5,1,0,Winter,548.5462265514528,27951.20007322932
2023-02-02,678.622658433984,28859.049930968093,2023,2,33,3,5,1,0,Winter,549.2901534984866,28180.427272534107
2023-02-03,40.395627106560006,28816.820324257424,2023,2,34,4,5,1,0,Winter,531.2338908725377,28776.424697150862
2023-02-04,420.21447398409606,25664.655122387237,2023,2,35,5,5,1,1,Winter,521.8156400136769,25244.440648403142
2023-02-05,728.9185081559041,26037.92010836084,2023,2,36,6,5,1,1,Winter,528.7145408506369,25309.001600204934
2023-02-06,716.2014147013441,28349.52437211221,2023,2,37,0,6,1,0,Winter,541.2811194340705,27633.322957410866
2023-02-07,301.5077461355521,28940.830158140812,2023,2,38,1,6,1,0,Winter,534.156264744221,28639.322412005262
2023-02-08,295.2048396876481,28492.892133388337,2023,2,39,2,6,1,0,Winter,534.8971271913985,28197.68729370069
2023-02-09,170.56826104665603,28915.611546479646,2023,2,40,3,6,1,0,Winter,539.8044662143585,28745.04328543299
2023-02-10,170.739495422496,29168.721155940595,2023,2,41,4,6,1,0,Winter,538.1407477901664,28997.9816605181
2023-02-11,714.902560568064,25694.416599559954,2023,2,42,5,6,1,1,Winter,540.6226702474753,24979.51403899189
2023-02-12,671.7191681090882,25882.933737623764,2023,2,43,6,6,1,1,Winter,541.5993829939969,25211.214569514676
2023-02-13,693.8071826019841,29312.16412321232,2023,2,44,0,7,1,0,Winter,543.040496729597,28618.356940610334
2023-02-14,508.0166648251201,29199.546331958198,2023,2,45,1,7,1,0,Winter,538.1801534821537,28691.529667133076
2023-02-15,658.31513288112,29653.102610561054,2023,2,46,2,7,1,0,Winter,537.0862403183905,28994.787477679936
2023-02-16,470.161493575488,29294.732718646865,2023,2,47,3,7,1,0,Winter,531.9793399029121,28824.571225071377
2023-02-17,505.15413148569604,29403.732126512652,2023,2,48,4,7,1,0,Winter,526.4898650016193,28898.577995026957
2023-02-18,552.2017565972161,26063.1873270077,2023,2,49,5,7,1,1,Winter,523.1964658871808,25510.985570410485
2023-02-19,432.0162260219521,26490.943441694166,2023,2,50,6,7,1,1,Winter,530.8473456082369,26058.927215672215
2023-02-20,666.3895526249282,29601.819884213422,2023,2,51,0,8,1,0,Winter,529.4788503526369,28935.430331588494
2023-02-21,644.2011503452802,29946.910311056105,2023,2,52,1,8,1,0,Winter,528.487988621472,29302.709160710823
2023-02-22,314.77017532752006,29700.595566006603,2023,2,53,2,8,1,0,Winter,518.9067935124481,29385.82539067908
2023-02-23,191.25224079984005,29777.252888338833,2023,2,54,3,8,1,0,Winter,512.8498080946945,29586.000647538993
2023-02-24,55.539978731424014,29745.110240649065,2023,2,55,4,8,1,0,Winter,500.0859512437537,29689.57026191764
2023-02-25,811.7977760481601,26854.817374037404,2023,2,56,5,8,1,1,Winter,512.794798143725,26043.019597989245
2023-02-26,654.322191234624,26637.521687018703,2023,2,57,6,8,1,1,Winter,514.2281620351392,25983.19949578408
2023-02-27,753.3597099695041,29997.362089933995,2023,2,58,0,9,1,0,Winter,522.9557850065472,29244.00237996449
2023-02-28,539.3631869493121,29887.974497524752,2023,2,59,1,9,1,0,Winter,516.5923176510626,29348.61131057544
2023-03-01,732.3079902336001,30331.34800110011,2023,3,60,2,9,1,0,Summer,516.8946138596065,29599.04001086651
2023-03-02,802.8839157229443,30141.709084158418,2023,3,61,3,9,1,0,Summer,519.3569903268385,29338.825168435473
2023-03-03,795.7318959120961,29900.67588421342,2023,3,62,4,9,1,0,Summer,523.0195701746401,29104.943988301322
2023-03-04,604.7979854811842,27416.293340484048,2023,3,63,5,9,1,1,Summer,520.5587477428801,26811.495355002862
2023-03-05,775.5602250116162,27514.006982948296,2023,3,64,6,9,1,1,Summer,545.0642343397153,26738.44675793668
2023-03-06,357.8241616551361,30604.169562431245,2023,3,65,0,10,1,0,Summer,542.9845572620833,30246.34540077611
2023-03-07,246.37663849392004,30496.990946644666,2023,3,66,1,10,1,0,Summer,526.8998282733505,30250.614308150747
2023-03-08,664.7185142579522,30360.929490649065,2023,3,67,2,10,1,0,Summer,525.1837315919041,29696.210976391114
2023-03-09,622.6105433929921,30590.477899064907,2023,3,68,3,10,1,0,Summer,535.887158167152,29967.867355671915
2023-03-10,231.77997544521608,30601.240242849286,2023,3,69,4,10,1,0,Summer,533.7729960257377,30369.46026740407
2023-03-11,208.24191514368002,28054.37234240924,2023,3,70,5,10,1,1,Summer,535.0287844956384,27846.130427265558
2023-03-12,262.844854056576,27706.400467546755,2023,3,71,6,10,1,1,Summer,538.0989631167745,27443.555613490178
2023-03-13,568.6041798169921,30789.24664741474,2023,3,72,0,11,1,0,Summer,533.222350425072,30220.642467597747
2023-03-14,668.5851868914242,31040.453877887787,2023,3,73,1,11,1,0,Summer,533.1178843844833,30371.86869099636
2023-03-15,671.2810172481601,30939.188681793177,2023,3,74,2,11,1,0,Summer,532.3670122060225,30267.90766454502
2023-03-16,668.5912868437441,31067.454578107812,2023,3,75,3,11,1,0,Summer,537.7194996066432,30398.863291264068
2023-03-17,849.1613782829761,31211.109319306932,2023,3,76,4,11,1,0,Summer,544.0810411200385,30361.947941023955
2023-03-18,830.6652771426242,27894.906382563255,2023,3,77,5,11,1,1,Summer,556.0978339056097,27064.24110542063
2023-03-19,787.28729620464,28246.93547909791,2023,3,78,6,11,1,1,Summer,565.5022727295745,27459.64818289327
2023-03-20,806.9360269069441,31308.786457645765,2023,3,79,0,12,1,0,Summer,573.9934150732321,30501.85043073882
2023-03-21,751.0148882976963,31471.740077832783,2023,3,80,1,12,1,0,Summer,584.626703815757,30720.725189535086
2023-03-22,737.5963874685123,31439.794639438944,2023,3,81,2,12,1,0,Summer,587.0002649772098,30702.198251970432
2023-03-23,472.01709907123217,31721.68938448845,2023,3,82,3,12,1,0,Summer,581.2607966014081,31249.67228541722
2023-03-24,534.4718966104322,32838.7705690319,2023,3,83,4,12,1,0,Summer,588.5841873108386,32304.298672421464
